product_id,title,description,_id
8796499,Calidad de rebote,"Excelente rebote, cámara revestida por un 70 % de poliéster y un 30 % de poliamida.",66424faef149716776628a0b
8796499,Resistencia,"Muy buena resistencia gracias al revestimiento de poliuretano de 1,4 mm.",66424faef149716776628a0c
8796499,Tracción,"Buen agarre en interior/exterior, gracias al grano del revestimiento exterior.",66424faef149716776628a0d
8816710,Suavidad,Balón con un tacto muy suave y agradable.,66424fb9f149716776628a0e
8816710,Resistencia impacto,Prueba realizada en laboratorio de 5.000 disparos a 50 km/h.,66424fb9f149716776628a0f
8753531,Resistencia,Balón de PVC grueso.,66424fc3f149716776628a10
8753531,Inflado duradero,Balón de PVC sin cámara.,66424fc4f149716776628a11
8753531,Reducción de los impactos,Material flexible para mayor confort de juego.,66424fc4f149716776628a12
8753531,Polivalencia,Balón utilizable en terrenos de hierba y arena.,66424fc4f149716776628a13
8753531,Ligereza,Balón más ligero para minimizar los impactos.,66424fc4f149716776628a14
8753531,Calidad de rebote,La calidad del rebote depende de la presión del balón. Ajustable a tu juego.,66424fc4f149716776628a15
8600233,Toque del balón,Balón de espuma de baja densidad para ofrecer un tacto de balón agradable.,66424fcff149716776628a16
8600233,Calidad de rebote,Bajo rebote para facilitar el aprendizaje.,66424fcff149716776628a17
8600233,Resistencia,Resistente al uso en interior.,66424fcff149716776628a18
8676298,Resistencia,Revestimiento exterior de PVC para una buena resistencia.,66424fe3f149716776628a19
8676298,Inflado duradero,Cámara optimizada para una buena retención del aire.,66424fe3f149716776628a1a
8676298,Reducción de los impactos,Dureza de un balón de fútbol clásico.,66424fe3f149716776628a1b
8676298,Calidad de rebote,El balón cumple con las exigencias internacionales de fútbol en cuanto al rebote,66424fe3f149716776628a1c
8641261,Toque del balón,El componente exterior de poliuretano aporta un toque de balón excepcional,66424feef149716776628a1d
8641261,Inflado duradero,La cámara con 50 % de butilo conserva la presión de inflado durante más tiempo.,66424feef149716776628a1e
8641261,Calidad de rebote,"Excelente rebote, cámara revestida por un 70 % de poliéster y un 30 % de poliamida.",66424feef149716776628a1f
8641261,Resistencia,"Buenísima resistencia gracias al revestimiento de poliuretano de 1,4 mm.",66424feef149716776628a20
8641261,Fijación,"Buen agarre en interior/exterior, gracias al grano del revestimiento exterior.",66424feef149716776628a21
8790034,Resistencia,"Ha obtenido un índice de 2,27 tras una prueba de protocolo. Costuras interiores.",66424ff8f149716776628a22
8790034,Inflado duradero,11 % de pérdida de presión en 14 días.,66424ff9f149716776628a23
8790034,Vuelo estable,"Ha obtenido un índice de 5,96 tras una prueba de protocolo. Los clásicos 32 paneles.",66424ff9f149716776628a24
8790034,Calidad de rebote,Tu balón cumple los requisitos de la FIFA en materia de rebote.,66424ff9f149716776628a25
8753538,Resistencia,Revestimiento exterior de TPU para mayor resistencia a la abrasión.,66425004f149716776628a26
8753538,Inflado duradero,Cámara optimizada para una buena retención del aire.,66425004f149716776628a27
8753538,Reducción de los impactos,Balón más ligero estructurado en paneles acolchados para mayor confort de juego.,66425004f149716776628a28
8753538,Calidad de rebote,El balón cumple con las exigencias internacionales del fútbol en cuanto al rebote.,66425004f149716776628a29
8602094,Toque del balón,El toque de espuma hace que los intercambios en el voleibol sean agradables.,66425010f149716776628a2a
8602094,Peso,"Balón ligero, 200/220 g, ideal para el aprendizaje del voleibol en interior.",66425010f149716776628a2b
8602094,Resistencia,Prueba realizada en laboratorio de 5.000 disparos a 50 km/h.,66425010f149716776628a2c
8602094,Calidad de rebote,Sin cambios bruscos de dirección cuando el balón toca el suelo.,66425010f149716776628a2d
8845027,Toque del balón,Recubrimiento de Poliuretano granulado para un excelente toque de balón.,66425024f149716776628a2e
8845027,Agarre ergonómico,Canales profundos de caucho con guijarros para un excelente agarre.,66425025f149716776628a2f
8845027,Calidad de rebote,Muy buena calidad de rebote gracias a su camara y nucleo de amortiguación.,66425025f149716776628a30
8853511,Toque del balón,Buen tacto gracias al revestimiento de caucho esponjoso.,6642502ff149716776628a31
8853511,Resistencia,"Buena resistencia gracias al revestimiento de caucho de 1,4 mm.",66425030f149716776628a32
8853511,Inflado duradero,Prolonga el periodo entre dos inflados gracias a la cámara con 30 % de butilo.,66425030f149716776628a33
8853511,Tracción,Buen agarre gracias al diseño profundo de los canales.,66425030f149716776628a34
8853511,Calidad de rebote,Buena calidad de rebote gracias a la cámara totalmente revestida de poliéster.,66425030f149716776628a35
8648074,Toque del balón,Buen tacto gracias al revestimiento de materia plástica con espuma,6642503bf149716776628a36
8648074,Inflado duradero,Prolonga el periodo entre dos inflados gracias a la cámara con 30 % de butilo.,6642503bf149716776628a37
8648074,Calidad de rebote,Buena calidad de rebote gracias a la cámara totalmente revestida de poliéster.,6642503bf149716776628a38
8648074,Resistencia,Buena resistencia gracias al revestimiento de materia plástica con espuma.,6642503bf149716776628a39
8648074,Tracción,Buen agarre gracias al diseño profundo de los canales.,6642503bf149716776628a3a
8625753,Toque del balón,Tacto soft,66425046f149716776628a3b
8625753,Calidad de rebote,El rebote cumple las normas FIBA,66425046f149716776628a3c
8579041,Resistencia,"Costuras cosidas a mano y triple laminado, para proporcionar durabilidad.",66425051f149716776628a3d
8579041,Adherencia,La superficie tiene un relieve pronunciado para un excelente agarre del balón.,66425051f149716776628a3e
8579041,Toque del balón,Capa de neopreno para aportar mejores sensaciones con el balón en la mano.,66425051f149716776628a3f
8774094,Resistencia,Paneles de tejido resistente directamente pegados sobre una cámara de caucho.,6642505df149716776628a40
8774094,Ligereza,Balón un 20 % más ligero que un balón oficial talla 4.,6642505df149716776628a41
8774094,Calidad de rebote,Esfericidad garantizada gracias al revestimiento exterior de poliéster resistente,6642505df149716776628a42
8648081,Toque del balón,El componente exterior de poliuretano aporta un toque de balón excelente.,66425071f149716776628a43
8648081,Fijación,Muy buen agarre en interior y exterior gracias a la capa exterior granulada.,66425071f149716776628a44
8648081,Inflado duradero,La cámara con 50 % de butilo conserva la presión de inflado durante más tiempo.,66425071f149716776628a45
8648081,Calidad de rebote,"Excelente rebote, cámara revestida por un 70 % de poliéster y un 30 % de poliamida.",66425071f149716776628a46
8648081,Resistencia,"Muy buena resistencia gracias al revestimiento de poliuretano de 1,8 mm.",66425071f149716776628a47
8648079,Toque del balón,Excelente tacto gracias al revestimiento de poliuretano.,6642507df149716776628a48
8648079,Inflado duradero,La cámara con 50 % de butilo conserva la presión de inflado durante más tiempo.,6642507df149716776628a49
8648079,Calidad de rebote,"Excelente rebote, cámara revestida por un 70 % de poliéster y un 30 % de poliamida.",6642507df149716776628a4a
8648079,Resistencia,"Buena resistencia gracias al revestimiento de poliuretano de 1,4 mm.",6642507df149716776628a4b
8648079,Fijación,Buen agarre gracias al diseño profundo de los canales.,6642507df149716776628a4c
8753534,Resistencia,Revestimiento exterior de PVC para una buena resistencia.,66425088f149716776628a4d
8753534,Inflado duradero,Cámara optimizada para una buena retención del aire.,66425089f149716776628a4e
8753534,Reducción de los impactos,Revestimiento de materia sintética con espuma para un contacto agradable.,66425089f149716776628a4f
8753534,Ligereza,Peso más ligero (290 g) comparado con un balón de la misma talla.,66425089f149716776628a50
8753534,Polivalencia,"Balón adecuado para jugar sobre hierba natural, hierba sintética o arena.",66425089f149716776628a51
8648082,Toque del balón,Excelente tacto gracias al revestimiento de poliuretano.,66425094f149716776628a52
8648082,Inflado duradero,La cámara con 50 % de butilo conserva la presión de inflado durante más tiempo.,66425094f149716776628a53
8648082,Calidad de rebote,"Excelente rebote, cámara revestida por un 70 % de poliéster y un 30 % de poliamida.",66425094f149716776628a54
8648082,Resistencia,"Buena resistencia gracias al revestimiento de poliuretano de 1,4 mm.",66425094f149716776628a55
8648082,Fijación,Buen agarre gracias al diseño profundo de los canales.,66425094f149716776628a56
8591171,Toque del balón,Grip y tacto excelentes.,6642509ff149716776628a57
8591171,Calidad de rebote,Rebote óptimo y esfericidad perfecta.,6642509ff149716776628a58
8734568,Resistencia a la abrasión,"Costuras del balón en el interior, por lo tanto invisibles y más resistentes.",664250aaf149716776628a59
8734568,Calidad de rebote,Rebote controlado y regular gracias a la guata integrada.,664250aaf149716776628a5a
8734568,Inflado duradero,Conservación de la presión asegurada gracias a la cámara de butilo/látex.,664250aaf149716776628a5b
8648075,Toque del balón,Buen tacto gracias al revestimiento de materia plástica con espuma,664250b6f149716776628a5c
8648075,Inflado duradero,Prolonga el periodo entre dos inflados gracias a la cámara con 30 % de butilo.,664250b6f149716776628a5d
8648075,Calidad de rebote,Buena calidad de rebote gracias a la cámara totalmente revestida de poliéster.,664250b6f149716776628a5e
8648075,Resistencia,Buena resistencia gracias al revestimiento de materia plástica con espuma.,664250b6f149716776628a5f
8648075,Tracción,Buen agarre gracias al diseño profundo de los canales.,664250b6f149716776628a60
8618595,Toque del balón,Buen tacto gracias al revestimiento de caucho esponjoso.,664250c2f149716776628a61
8618595,Resistencia,"Buena resistencia gracias al revestimiento de caucho de 1,4 mm.",664250c2f149716776628a62
8618595,Inflado duradero,Prolonga el periodo entre dos inflados gracias a la cámara con 30 % de butilo.,664250c2f149716776628a63
8618595,Fijación,Buen agarre gracias al diseño profundo de los canales.,664250c2f149716776628a64
8618595,Calidad de rebote,Buena calidad de rebote gracias a la cámara totalmente revestida de poliéster.,664250c2f149716776628a65
8668646,Resistencia,Resiste 2.500 tiros contra un plano inclinado a 50 km/h (probado en laboratorio,664250e0f149716776628a66
8668646,Calidad de rebote,32 paneles con 2 capas de laminado junto a una cámara de butilo y látex.,664250e0f149716776628a67
8668646,Inflado duradero,Cámara de látex.,664250e0f149716776628a68
8604444,Resistencia impacto,El balón es resistente en cualquier tipo de terrenos al aire libre.,664250ebf149716776628a69
8604444,Toque del balón,"Para un agarre agradable, el balón se ha confeccionado con material sintético.",664250ebf149716776628a6a
8604444,Peso,"Este balón cumple con los estándares oficiales, es decir, 260/280 g.",664250ebf149716776628a6b
8649589,Toque del balón,Balón con un tacto muy suave y agradable.,664250f6f149716776628a6c
8649589,Resistencia,Balón cosido a máquina.,664250f6f149716776628a6d
8649589,Impermeabilidad,Limita la absorción de agua hasta un 15 % del peso inicial del balón.,664250f7f149716776628a6e
8733233,Toque del balón,Revestimiento de material sintético para un toque agradable.,66425102f149716776628a6f
8733233,Resistencia,Prueba realizada en laboratorio de 7500 disparos a una velocidad de 50 km/h.,66425102f149716776628a70
8733233,Peso,Este balón pesa entre 260 g y 280 g y cumple las normas oficiales.,66425102f149716776628a71
8734255,Ligereza,"Balón un 35 % más ligero que un balón de talla 5, facilita los primeros gestos",6642510df149716776628a72
8734255,Toque del balón,"Exterior de plástico con espuma, menos traumatizante y fácil de manejar.",6642510df149716776628a73
8734255,Calidad de rebote,Calidad de rebote adecuada para la iniciación gracias al armazón textil.,6642510df149716776628a74
8734255,Resistencia,"Resistente, revestimiento de plástico con espuma de 2 mm, interior y exterior.",6642510df149716776628a75
8649591,Toque del balón,Revestimiento adherente más grueso para un mejor control con contacto cómodo,66425118f149716776628a76
8649591,Resistencia,"Revestimiento de PU cosido a máquina, costuras ocultas para más resistencia",66425119f149716776628a77
8649591,Inflado duradero,Cámara con 30 % de butilo para un inflado resistente,66425119f149716776628a78
8649591,Impermeabilidad,Limita la absorción de agua hasta un 15 % del peso inicial del balón.,66425119f149716776628a79
8809227,Ligereza,Balón un 15 % más ligero que un balón tradicional de la misma talla.,66425124f149716776628a7a
8809227,Resistencia,"Las costuras de los paneles están ocultas y, por tanto, menos sometidas al desgaste.",66425124f149716776628a7b
8809227,Vuelo estable,Excelente estabilidad gracias a su construcción con 12 paneles simétricos.,66425124f149716776628a7c
8809227,Inflado duradero,Conservación de la presión asegurada gracias a la cámara de caucho laminada.,66425124f149716776628a7d
8734249,Toque del balón,El revestimiento de caucho esponjoso aporta un buen toque de balón.,6642512ef149716776628a7e
8734249,Resistencia,"Buena resistencia gracias al revestimiento de caucho esponjoso de 1,4 mm.",6642512ef149716776628a7f
8734249,Fijación,Buen agarre gracias a los 16 paneles (8 para los otros balones).,6642512ef149716776628a80
8734249,Calidad de rebote,Buena calidad de rebote gracias a la cámara totalmente revestida de poliéster.,6642512ff149716776628a81
8841164,Ligereza,"265 g para una talla 3: es un balón ligero, ideal para iniciarse en el rugby.",66425139f149716776628a82
8841164,Tracción,La superficie con relieve garantiza un buen agarre del balón.,6642513af149716776628a83
8812730,Resistencia,Superficie de TPU para una resistencia óptima,66425145f149716776628a84
8812730,Toque de balón,Superficie lisa.,66425145f149716776628a85
8790029,Resistencia,"Ha obtenido un índice de 2,27 tras una prueba de protocolo. Costuras interiores.",66425150f149716776628a86
8790029,Inflado duradero,11 % de pérdida de presión en 14 días.,66425150f149716776628a87
8790029,Vuelo estable,"Ha obtenido un índice de 5,96 tras una prueba de protocolo. Los clásicos 32 paneles.",66425150f149716776628a88
8790029,Calidad de rebote,Tu balón cumple los requisitos de la FIFA en materia de rebote.,66425150f149716776628a89
8753544,Resistencia,Revestimiento exterior de TPU para mayor resistencia a la abrasión.,6642515bf149716776628a8a
8753544,Inflado duradero,Cámara optimizada para una buena retención del aire.,6642515bf149716776628a8b
8753544,Reducción de los impactos,Balón más ligero acompañado de paneles acolchados para mayor confort de juego.,6642515bf149716776628a8c
8753544,Calidad de rebote,El balón cumple con las exigencias internacionales del fútbol en cuanto al rebote.,6642515bf149716776628a8d
8855483,Resistencia,Buena resistencia gracias a su revestimiento de caucho,66425166f149716776628a8e
8855483,Tracción,El grano del revestimiento exterior del balón asegura un buen agarre,66425166f149716776628a8f
8855483,Toque del balón,buen tacto de balón gracias al revestimiento de caucho.,66425166f149716776628a90
8747322,Adherencia,"Gracias a su revestimiento de cuero, cuanto más juegas, más adherencia tiene el balón.",66425171f149716776628a91
8804087,Tracción,La superficie tiene un relieve pronunciado para un excelente agarre del balón.,6642517bf149716776628a92
8497543,Fijación,Superficie mullida para un buen agarre del balón.,6642518ff149716776628a93
8497543,Resistencia,"Balón fabricado íntegramente en PVC, sin ftalatos.",6642518ff149716776628a94
8821975,Resistencia,32 paneles de igual superficie que favorecen la conservación de la forma.,6642519af149716776628a95
8821975,Toque de balón,"Exterior de PU de 0,8 mm con respaldo de espuma múltiple para un tacto suave",6642519af149716776628a96
8821975,Ease of inflation,Cámara de caucho y válvula PAL (Puma Air Lock) para una excelente retención.,6642519af149716776628a97
8858400,Resistencia a la abrasión,Superficie de TPU para una mayor resistencia.,664251a4f149716776628a98
8545796,Adaptabilidad,Talla adecuada para aprender los gestos técnicos del fútbol sala,664251b9f149716776628a99
8545796,Toque del balón,"Revestimiento de PVC de 1,8 mm para un toque de balón óptimo.",664251b9f149716776628a9a
8545796,Calidad de rebote,Rebote controlado y regular gracias a la guata integrada.,664251b9f149716776628a9b
8826051,Tracción,Superficie mullida y texturizada para un buen agarre del balón.,664251c4f149716776628a9c
8826051,Resistencia,"Balón fabricado íntegramente en PVC, sin ftalatos.",664251c4f149716776628a9d
8368090,Adherencia,El agarre del balón está garantizado gracias a su tecnología. Hydratec Tri Grip.,664251cef149716776628a9e
8368090,Control de la trayectoria,La trayectoria del balón en el aire es correcta en el juego con las manos.,664251cef149716776628a9f
8368090,Resistencia,Su revestimiento de polialgodón y algodón 3 capas proporciona durabilidad al balón.,664251cef149716776628aa0
8794859,Toque del balón,Material flexible y adherente para un agarre perfecto con una sola mano,664251d9f149716776628aa1
8794859,Agarre ergonómico,Los cordones gruesos brindan más agarre al,664251d9f149716776628aa2
8811478,Toque del balón,Cubierta exterior lisa y espumada de 3 mm para un excelente confort.,664251e3f149716776628aa3
8811478,Resistencia,"Las costuras de los paneles están ocultas y, por tanto, menos sometidas al desgaste.",664251e3f149716776628aa4
8811478,Vuelo estable,Excelente estabilidad gracias a su construcción simétrica de 6 paneles.,664251e3f149716776628aa5
8811478,Inflado duradero,Conservación de la presión asegurada gracias a la cámara de caucho laminada.,664251e3f149716776628aa6
8772251,Toque del balón,La espuma facilita a los niños un contacto suave con el balón.,664251eef149716776628aa7
8772251,Calidad de rebote,El efecto retardado de la espuma ayuda a los que se inician en el proceso de aprendizaje.,664251eef149716776628aa8
8772251,Resistencia,Resistente en todas las superficies.,664251eef149716776628aa9
8619218,Resistencia,"Costuras de los paneles en el interior, por tanto menos sometidas al desgaste.",6642520bf149716776628aaa
8619218,Inflado duradero,Conservación de la presión asegurada gracias a la cámara de butilo.,6642520bf149716776628aab
8619218,Vuelo estable,El clásico 32 paneles con costuras invisibles.,6642520bf149716776628aac
8619218,Calidad de rebote,El balón cumple con las exigencias internacionales en cuanto al rebote.,6642520bf149716776628aad
8619218,Toque del balón,Paneles de espuma bajo el revestimiento para mayor comodidad.,6642520cf149716776628aae
8853543,Resistencia,Excelente resistencia gracias al revestimiento de caucho exclusivo.,6642521ff149716776628aaf
8853543,Inflado duradero,3 veces menos pérdida de presión que un balón clásico gracias a su cámara única.,6642521ff149716776628ab0
8853543,Fijación,Excelente agarre gracias al revestimiento exclusivo de caucho y a su textura.,6642521ff149716776628ab1
8853543,Toque del balón,Buen tacto de balón gracias al revestimiento de caucho esponjoso.,6642521ff149716776628ab2
8881753,Calidad de rebote,Diseñado con equilibrio constante para garantizar un rebote controlado.,6642522af149716776628ab3
8881753,Tracción,Interior de espuma de 4 mm para un agarre óptimo.,6642522af149716776628ab4
8881753,Resistencia,El balón está fabricado con cuero sintético extremadamente resistente.,6642522af149716776628ab5
8733516,Resistencia,Componente ultrarresistente y costuras ocultas para aumentar la resistencia,66425235f149716776628ab6
8733516,Precisión,"Tamaño reducido y rebote semicontrolado, ideal para un juego rápido y técnico",66425236f149716776628ab7
8733516,Inflado duradero,Conservación de la presión óptima gracias a la cámara de butilo y caucho natural.,66425236f149716776628ab8
8733516,Toque del balón,Revestimiento exterior texturado 100% PU para combinar resistencia y comodidad de juego,66425236f149716776628ab9
8619213,Resistencia,"Costuras de los paneles en el interior, por tanto menos sometidas al desgaste.",66425240f149716776628aba
8619213,Inflado duradero,Conservación de la presión asegurada gracias a la cámara de butilo.,66425240f149716776628abb
8619213,Vuelo estable,Pasa de 32 a 24 paneles con costuras invisibles.,66425241f149716776628abc
8619213,Calidad de rebote,El balón cumple con las exigencias internacionales en cuanto al rebote.,66425241f149716776628abd
8619213,Toque del balón,"El revestimiento exterior de poliuretano de 1,4 mm proporciona más sensaciones.",66425241f149716776628abe
8827905,Resistencia,"Obtuvo un índice de 4,23 tras una prueba protocolizada. Sin costuras.",6642524cf149716776628abf
8827905,Inflado duradero,23% de pérdida de presión en 14 días.,6642524cf149716776628ac0
8827905,Vuelo estable,"Obtuvo un índice de 7,78 tras una prueba protocolizada. 12 paneles ranurados.",6642524cf149716776628ac1
8827905,Calidad de rebote,Balón que cumple con los requisitos de la FIFA en términos de rebote.,6642524cf149716776628ac2
8579036,Resistencia,Las costuras hechas a mano y el triple laminado aportan resistencia.,66425257f149716776628ac3
8579036,Adherencia,La superficie tiene un relieve pronunciado para un excelente agarre del balón.,66425257f149716776628ac4
8579036,Toque del balón,Capa de neopreno para aportar mejores sensaciones con el balón en la mano.,66425258f149716776628ac5
8790043,Resistencia,"Ha obtenido un índice de 2,27 tras una prueba de protocolo. Costuras interiores.",66425262f149716776628ac6
8790043,Ligereza,Balón un 17 % más ligero que un balón tradicional de la misma talla.,66425262f149716776628ac7
8790043,Inflado duradero,13 % de pérdida de presión en 14 días.,66425262f149716776628ac8
8790043,Calidad de rebote,El balón cumple con las exigencias internacionales en cuanto al rebote.,66425262f149716776628ac9
8834379,Toque del balón,Nuevo modelo con una nueva espuma de neopreno para mayor comodidad.,6642527ef149716776628aca
